location,date,new_cases
Davao del Sur,2020-04-24,0
Davao del Sur,2020-04-25,1
Davao del Sur,2020-04-26,5
Davao del Sur,2020-04-27,0
Davao del Sur,2020-04-28,6
Davao del Sur,2020-04-29,3
Davao del Sur,2020-04-30,0
Davao del Sur,2020-05-01,0
Davao del Sur,2020-05-02,0
Davao del Sur,2020-05-03,11
Davao del Sur,2020-05-04,1
Davao del Sur,2020-05-05,0
Davao del Sur,2020-05-06,11
Davao del Sur,2020-05-07,6
Davao del Sur,2020-05-08,1
Davao del Sur,2020-05-09,9
Davao del Sur,2020-05-10,0
Davao del Sur,2020-05-11,0
Davao del Sur,2020-05-12,0
Davao del Sur,2020-05-13,0
Davao del Sur,2020-05-14,7
Davao del Sur,2020-05-15,12
Guimaras,2020-05-03,1
Guimaras,2020-05-04,0
Guimaras,2020-05-05,0
Guimaras,2020-05-06,0
Guimaras,2020-05-07,1
Ifugao,2020-04-26,1
Ifugao,2020-04-27,0
Ifugao,2020-04-28,0
Ifugao,2020-04-29,0
Ifugao,2020-04-30,0
Ifugao,2020-05-01,0
Ifugao,2020-05-02,0
Ifugao,2020-05-03,0
Ifugao,2020-05-04,0
Ifugao,2020-05-05,0
Ifugao,2020-05-06,0
Ifugao,2020-05-07,0
Ifugao,2020-05-08,0
Ifugao,2020-05-09,0
Ifugao,2020-05-10,0
Ifugao,2020-05-11,0
Ifugao,2020-05-12,0
Ifugao,2020-05-13,1
Ilocos Norte,2020-04-02,2
Ilocos Norte,2020-04-03,1
Ilocos Sur,2020-03-31,1
Iloilo,2020-03-21,1
Iloilo,2020-03-22,0
Iloilo,2020-03-23,0
Iloilo,2020-03-24,0
Iloilo,2020-03-25,1
Iloilo,2020-03-26,0
Iloilo,2020-03-27,1
Iloilo,2020-03-28,2
Iloilo,2020-03-29,1
Iloilo,2020-03-30,0
Iloilo,2020-03-31,1
Iloilo,2020-04-01,0
Iloilo,2020-04-02,0
Iloilo,2020-04-03,1
Iloilo,2020-04-04,5
Iloilo,2020-04-05,0
Iloilo,2020-04-06,0
Iloilo,2020-04-07,0
Iloilo,2020-04-08,0
Iloilo,2020-04-09,0
Iloilo,2020-04-10,5
Iloilo,2020-04-11,0
Iloilo,2020-04-12,0
Iloilo,2020-04-13,1
Iloilo,2020-04-14,0
Iloilo,2020-04-15,0
Iloilo,2020-04-16,0
Iloilo,2020-04-17,1
Iloilo,2020-04-18,3
Iloilo,2020-04-19,0
Iloilo,2020-04-20,0
Iloilo,2020-04-21,0
Iloilo,2020-04-22,0
Iloilo,2020-04-23,0
Iloilo,2020-04-24,0
Iloilo,2020-04-25,0
Iloilo,2020-04-26,1
Iloilo,2020-04-27,1
Iloilo,2020-04-28,1
Iloilo,2020-04-29,0
Iloilo,2020-04-30,0
Iloilo,2020-05-01,1
Iloilo,2020-05-02,0
Iloilo,2020-05-03,3
Iloilo,2020-05-04,2
Iloilo,2020-05-05,0
Iloilo,2020-05-06,6
Iloilo,2020-05-07,1
Iloilo,2020-05-08,0
Iloilo,2020-05-09,3
Iloilo,2020-05-10,0
Iloilo,2020-05-11,0
Iloilo,2020-05-12,3
Iloilo,2020-05-13,0
Iloilo,2020-05-14,1
Isabela,2020-03-27,1
Isabela,2020-03-28,3
Isabela,2020-03-29,0
Isabela,2020-03-30,0
Isabela,2020-03-31,0
Isabela,2020-04-01,1
Isabela,2020-04-02,0
Isabela,2020-04-03,0
Isabela,2020-04-04,0
Isabela,2020-04-05,0
Isabela,2020-04-06,0
Isabela,2020-04-07,0
Isabela,2020-04-08,0
Isabela,2020-04-09,1
Isabela,2020-04-10,0
Isabela,2020-04-11,1
Isabela,2020-04-12,0
Isabela,2020-04-13,1
Isabela,2020-04-14,0
Isabela,2020-04-15,0
Isabela,2020-04-16,0
Isabela,2020-04-17,0
Isabela,2020-04-18,0
Isabela,2020-04-19,0
Isabela,2020-04-20,0
Isabela,2020-04-21,0
Isabela,2020-04-22,0
Isabela,2020-04-23,0
Isabela,2020-04-24,0
Isabela,2020-04-25,1
La Union,2020-03-21,2
La Union,2020-03-22,0
La Union,2020-03-23,0
La Union,2020-03-24,0
La Union,2020-03-25,0
La Union,2020-03-26,0
La Union,2020-03-27,0
La Union,2020-03-28,0
La Union,2020-03-29,0
La Union,2020-03-30,1
La Union,2020-03-31,0
La Union,2020-04-01,1
La Union,2020-04-02,7
La Union,2020-04-03,0
La Union,2020-04-04,0
La Union,2020-04-05,0
La Union,2020-04-06,0
La Union,2020-04-07,0
La Union,2020-04-08,0
La Union,2020-04-09,0
La Union,2020-04-10,2
La Union,2020-04-11,0
La Union,2020-04-12,0
La Union,2020-04-13,1
La Union,2020-04-14,0
La Union,2020-04-15,0
La Union,2020-04-16,0
La Union,2020-04-17,0
La Union,2020-04-18,0
La Union,2020-04-19,0
La Union,2020-04-20,0
La Union,2020-04-21,0
La Union,2020-04-22,0
La Union,2020-04-23,0
La Union,2020-04-24,1
La Union,2020-04-25,2
Laguna,2020-03-14,1
Laguna,2020-03-15,0
Laguna,2020-03-16,0
Laguna,2020-03-17,0
Laguna,2020-03-18,0
Laguna,2020-03-19,0
Laguna,2020-03-20,0
Laguna,2020-03-21,0
Laguna,2020-03-22,5
Laguna,2020-03-23,1
Laguna,2020-03-24,4
Laguna,2020-03-25,1
Laguna,2020-03-26,3
Laguna,2020-03-27,3
Laguna,2020-03-28,6
Laguna,2020-03-29,6
Laguna,2020-03-30,2
Laguna,2020-03-31,19
Laguna,2020-04-01,11
Laguna,2020-04-02,6
Laguna,2020-04-03,11
Laguna,2020-04-04,1
Laguna,2020-04-05,3
Laguna,2020-04-06,17
Laguna,2020-04-07,17
Laguna,2020-04-08,9
Laguna,2020-04-09,7
Laguna,2020-04-10,7
Laguna,2020-04-11,12
Laguna,2020-04-12,18
Laguna,2020-04-13,28
Laguna,2020-04-14,12
Laguna,2020-04-15,10
Laguna,2020-04-16,13
Laguna,2020-04-17,7
Laguna,2020-04-18,29
Laguna,2020-04-19,6
Laguna,2020-04-20,11
Laguna,2020-04-21,3
Laguna,2020-04-22,4
Laguna,2020-04-23,3
Laguna,2020-04-24,5
Laguna,2020-04-25,1
Laguna,2020-04-26,10
Laguna,2020-04-27,2
Laguna,2020-04-28,0
Laguna,2020-04-29,9
Laguna,2020-04-30,3
Laguna,2020-05-01,2
Laguna,2020-05-02,5
Laguna,2020-05-03,1
Laguna,2020-05-04,9
Laguna,2020-05-05,15
Laguna,2020-05-06,5
Laguna,2020-05-07,0
Laguna,2020-05-08,0
Laguna,2020-05-09,1
Laguna,2020-05-10,1
Laguna,2020-05-11,13
Laguna,2020-05-12,3
Laguna,2020-05-13,5
Laguna,2020-05-14,0
Laguna,2020-05-15,6
Lanao del Norte,2020-03-24,1
Lanao del Norte,2020-03-25,0
Lanao del Norte,2020-03-26,0
Lanao del Norte,2020-03-27,0
Lanao del Norte,2020-03-28,0
Lanao del Norte,2020-03-29,0
Lanao del Norte,2020-03-30,1
Lanao del Norte,2020-03-31,0
Lanao del Norte,2020-04-01,0
Lanao del Norte,2020-04-02,0
Lanao del Norte,2020-04-03,3
Lanao del Norte,2020-04-04,0
Lanao del Norte,2020-04-05,0
Lanao del Norte,2020-04-06,0
Lanao del Norte,2020-04-07,0
Lanao del Norte,2020-04-08,0
Lanao del Norte,2020-04-09,0
Lanao del Norte,2020-04-10,0
Lanao del Norte,2020-04-11,0
Lanao del Norte,2020-04-12,0
Lanao del Norte,2020-04-13,0
Lanao del Norte,2020-04-14,0
Lanao del Norte,2020-04-15,0
Lanao del Norte,2020-04-16,0
Lanao del Norte,2020-04-17,0
Lanao del Norte,2020-04-18,0
Lanao del Norte,2020-04-19,0
Lanao del Norte,2020-04-20,0
Lanao del Norte,2020-04-21,0
Lanao del Norte,2020-04-22,0
Lanao del Norte,2020-04-23,0
Lanao del Norte,2020-04-24,0
Lanao del Norte,2020-04-25,0
Lanao del Norte,2020-04-26,0
Lanao del Norte,2020-04-27,0
Lanao del Norte,2020-04-28,0
Lanao del Norte,2020-04-29,0
Lanao del Norte,2020-04-30,0
Lanao del Norte,2020-05-01,0
Lanao del Norte,2020-05-02,0
Lanao del Norte,2020-05-03,0
Lanao del Norte,2020-05-04,0
Lanao del Norte,2020-05-05,0
Lanao del Norte,2020-05-06,0
Lanao del Norte,2020-05-07,0
Lanao del Norte,2020-05-08,0
Lanao del Norte,2020-05-09,0
Lanao del Norte,2020-05-10,0
Lanao del Norte,2020-05-11,0
Lanao del Norte,2020-05-12,0
Lanao del Norte,2020-05-13,0
Lanao del Norte,2020-05-14,1
Lanao del Sur,2020-03-18,1
Lanao del Sur,2020-03-19,0
Lanao del Sur,2020-03-20,0
Lanao del Sur,2020-03-21,0
Lanao del Sur,2020-03-22,0
Lanao del Sur,2020-03-23,0
Lanao del Sur,2020-03-24,2
Lanao del Sur,2020-03-25,1
Lanao del Sur,2020-03-26,0
Lanao del Sur,2020-03-27,0
Lanao del Sur,2020-03-28,0
Lanao del Sur,2020-03-29,0
Lanao del Sur,2020-03-30,2
Lanao del Sur,2020-03-31,0
Lanao del Sur,2020-04-01,0
Lanao del Sur,2020-04-02,0
Lanao del Sur,2020-04-03,0
Lanao del Sur,2020-04-04,0
Lanao del Sur,2020-04-05,1
Lanao del Sur,2020-04-06,0
Lanao del Sur,2020-04-07,0
Lanao del Sur,2020-04-08,0
Lanao del Sur,2020-04-09,0
Lanao del Sur,2020-04-10,0
Lanao del Sur,2020-04-11,0
Lanao del Sur,2020-04-12,0
Lanao del Sur,2020-04-13,0
Lanao del Sur,2020-04-14,0
Lanao del Sur,2020-04-15,0
Lanao del Sur,2020-04-16,0
Lanao del Sur,2020-04-17,0
Lanao del Sur,2020-04-18,0
Lanao del Sur,2020-04-19,0
Lanao del Sur,2020-04-20,1
Lanao del Sur,2020-04-21,0
Lanao del Sur,2020-04-22,0
Lanao del Sur,2020-04-23,0
Lanao del Sur,2020-04-24,1
Leyte,2020-04-17,1
Leyte,2020-04-18,0
Leyte,2020-04-19,0
Leyte,2020-04-20,0
Leyte,2020-04-21,0
Leyte,2020-04-22,0
Leyte,2020-04-23,0
Leyte,2020-04-24,0
Leyte,2020-04-25,1
Maguindanao,2020-03-17,1
Maguindanao,2020-03-18,0
Maguindanao,2020-03-19,0
Maguindanao,2020-03-20,0
Maguindanao,2020-03-21,0
Maguindanao,2020-03-22,0
Maguindanao,2020-03-23,0
Maguindanao,2020-03-24,0
Maguindanao,2020-03-25,1
Maguindanao,2020-03-26,0
Maguindanao,2020-03-27,0
Maguindanao,2020-03-28,0
Maguindanao,2020-03-29,0
Maguindanao,2020-03-30,0
Maguindanao,2020-03-31,0
Maguindanao,2020-04-01,2
Maguindanao,2020-04-02,0
Maguindanao,2020-04-03,0
Maguindanao,2020-04-04,0
Maguindanao,2020-04-05,0
Maguindanao,2020-04-06,1
Maguindanao,2020-04-07,1
Maguindanao,2020-04-08,1
Marinduque,2020-03-25,1
Marinduque,2020-03-26,0
Marinduque,2020-03-27,0
Marinduque,2020-03-28,0
Marinduque,2020-03-29,0
Marinduque,2020-03-30,0
Marinduque,2020-03-31,2
Marinduque,2020-04-01,0
Marinduque,2020-04-02,1
Marinduque,2020-04-03,0
Marinduque,2020-04-04,0
Marinduque,2020-04-05,0
Marinduque,2020-04-06,0
Marinduque,2020-04-07,0
Marinduque,2020-04-08,0
Marinduque,2020-04-09,0
Marinduque,2020-04-10,0
Marinduque,2020-04-11,0
Marinduque,2020-04-12,0
Marinduque,2020-04-13,0
Marinduque,2020-04-14,0
Marinduque,2020-04-15,0
Marinduque,2020-04-16,0
Marinduque,2020-04-17,0
Marinduque,2020-04-18,0
Marinduque,2020-04-19,0
Marinduque,2020-04-20,0
Marinduque,2020-04-21,0
Marinduque,2020-04-22,0
Marinduque,2020-04-23,0
Marinduque,2020-04-24,0
Marinduque,2020-04-25,0
Marinduque,2020-04-26,2
Metropolitan Manila,2020-03-06,1
Metropolitan Manila,2020-03-07,0
Metropolitan Manila,2020-03-08,4
Metropolitan Manila,2020-03-09,12
Metropolitan Manila,2020-03-10,7
Metropolitan Manila,2020-03-11,13
Metropolitan Manila,2020-03-12,2
Metropolitan Manila,2020-03-13,9
Metropolitan Manila,2020-03-14,36
Metropolitan Manila,2020-03-15,23
Metropolitan Manila,2020-03-16,2
Metropolitan Manila,2020-03-17,38
Metropolitan Manila,2020-03-18,11
Metropolitan Manila,2020-03-19,13
Metropolitan Manila,2020-03-20,13
Metropolitan Manila,2020-03-21,57
Metropolitan Manila,2020-03-22,57
Metropolitan Manila,2020-03-23,64
Metropolitan Manila,2020-03-24,71
Metropolitan Manila,2020-03-25,62
Metropolitan Manila,2020-03-26,45
Metropolitan Manila,2020-03-27,76
Metropolitan Manila,2020-03-28,190
Metropolitan Manila,2020-03-29,259
Metropolitan Manila,2020-03-30,69
Metropolitan Manila,2020-03-31,399
Metropolitan Manila,2020-04-01,158
Metropolitan Manila,2020-04-02,222
Metropolitan Manila,2020-04-03,264
Metropolitan Manila,2020-04-04,43
Metropolitan Manila,2020-04-05,97
Metropolitan Manila,2020-04-06,306
Metropolitan Manila,2020-04-07,59
Metropolitan Manila,2020-04-08,73
Metropolitan Manila,2020-04-09,155
Metropolitan Manila,2020-04-10,68
Metropolitan Manila,2020-04-11,160
Metropolitan Manila,2020-04-12,134
Metropolitan Manila,2020-04-13,188
Metropolitan Manila,2020-04-14,192
Metropolitan Manila,2020-04-15,170
Metropolitan Manila,2020-04-16,116
Metropolitan Manila,2020-04-17,135
Metropolitan Manila,2020-04-18,140
Metropolitan Manila,2020-04-19,118
Metropolitan Manila,2020-04-20,115
Metropolitan Manila,2020-04-21,66
Metropolitan Manila,2020-04-22,58
Metropolitan Manila,2020-04-23,86
Metropolitan Manila,2020-04-24,105
Metropolitan Manila,2020-04-25,42
Metropolitan Manila,2020-04-26,150
Metropolitan Manila,2020-04-27,119
Metropolitan Manila,2020-04-28,112
Metropolitan Manila,2020-04-29,179
Metropolitan Manila,2020-04-30,117
Metropolitan Manila,2020-05-01,116
Metropolitan Manila,2020-05-02,48
Metropolitan Manila,2020-05-03,96
Metropolitan Manila,2020-05-04,92
Metropolitan Manila,2020-05-05,160
Metropolitan Manila,2020-05-06,81
Metropolitan Manila,2020-05-07,54
Metropolitan Manila,2020-05-08,52
Metropolitan Manila,2020-05-09,87
Metropolitan Manila,2020-05-10,71
Metropolitan Manila,2020-05-11,155
Metropolitan Manila,2020-05-12,128
Metropolitan Manila,2020-05-13,80
Metropolitan Manila,2020-05-14,109
Metropolitan Manila,2020-05-15,64
Misamis Occidental,2020-04-03,1
Misamis Occidental,2020-04-04,0
Misamis Occidental,2020-04-05,0
Misamis Occidental,2020-04-06,0
Misamis Occidental,2020-04-07,0
Misamis Occidental,2020-04-08,0
Misamis Occidental,2020-04-09,0
Misamis Occidental,2020-04-10,1
Misamis Occidental,2020-04-11,0
Misamis Occidental,2020-04-12,0
Misamis Occidental,2020-04-13,0
Misamis Occidental,2020-04-14,0
Misamis Occidental,2020-04-15,0
Misamis Occidental,2020-04-16,0
Misamis Occidental,2020-04-17,0
Misamis Occidental,2020-04-18,0
Misamis Occidental,2020-04-19,0
Misamis Occidental,2020-04-20,0
Misamis Occidental,2020-04-21,0
Misamis Occidental,2020-04-22,0
Misamis Occidental,2020-04-23,0
Misamis Occidental,2020-04-24,0
Misamis Occidental,2020-04-25,0
Misamis Occidental,2020-04-26,0
Misamis Occidental,2020-04-27,0
Misamis Occidental,2020-04-28,0
Misamis Occidental,2020-04-29,0
Misamis Occidental,2020-04-30,1
Misamis Occidental,2020-05-01,0
Misamis Occidental,2020-05-02,0
Misamis Occidental,2020-05-03,0
Misamis Occidental,2020-05-04,0
Misamis Occidental,2020-05-05,1
Misamis Occidental,2020-05-06,0
Misamis Occidental,2020-05-07,1
Misamis Oriental,2020-03-25,1
Misamis Oriental,2020-03-26,0
Misamis Oriental,2020-03-27,0
Misamis Oriental,2020-03-28,0
Misamis Oriental,2020-03-29,0
Misamis Oriental,2020-03-30,0
Misamis Oriental,2020-03-31,0
Misamis Oriental,2020-04-01,0
Misamis Oriental,2020-04-02,0
Misamis Oriental,2020-04-03,0
Misamis Oriental,2020-04-04,0
Misamis Oriental,2020-04-05,0
Misamis Oriental,2020-04-06,0
Misamis Oriental,2020-04-07,0
Misamis Oriental,2020-04-08,0
Misamis Oriental,2020-04-09,0
Misamis Oriental,2020-04-10,1
Misamis Oriental,2020-04-11,0
Misamis Oriental,2020-04-12,0
Misamis Oriental,2020-04-13,0
Misamis Oriental,2020-04-14,0
Misamis Oriental,2020-04-15,0
Misamis Oriental,2020-04-16,0
Misamis Oriental,2020-04-17,0
Misamis Oriental,2020-04-18,0
Misamis Oriental,2020-04-19,0
Misamis Oriental,2020-04-20,0
Misamis Oriental,2020-04-21,0
Misamis Oriental,2020-04-22,0
Misamis Oriental,2020-04-23,1
Misamis Oriental,2020-04-24,0
Misamis Oriental,2020-04-25,0
Misamis Oriental,2020-04-26,0
Misamis Oriental,2020-04-27,0
Misamis Oriental,2020-04-28,0
Misamis Oriental,2020-04-29,0
Misamis Oriental,2020-04-30,0
Misamis Oriental,2020-05-01,0
Misamis Oriental,2020-05-02,0
Misamis Oriental,2020-05-03,1
Misamis Oriental,2020-05-04,0
Misamis Oriental,2020-05-05,0
Misamis Oriental,2020-05-06,0
Misamis Oriental,2020-05-07,1
Misamis Oriental,2020-05-08,2
Misamis Oriental,2020-05-09,0
Misamis Oriental,2020-05-10,0
Misamis Oriental,2020-05-11,0
Misamis Oriental,2020-05-12,0
Misamis Oriental,2020-05-13,0
Misamis Oriental,2020-05-14,1
Negros Occidental,2020-03-21,1
Negros Occidental,2020-03-22,0
Negros Occidental,2020-03-23,0
Negros Occidental,2020-03-24,0
Negros Occidental,2020-03-25,0
Negros Occidental,2020-03-26,0
Negros Occidental,2020-03-27,2
Negros Occidental,2020-03-28,1
Negros Occidental,2020-03-29,3
Negros Occidental,2020-03-30,0
Negros Occidental,2020-03-31,0
Negros Occidental,2020-04-01,0
Negros Occidental,2020-04-02,0
Negros Occidental,2020-04-03,1
Negros Occidental,2020-04-04,1
Negros Occidental,2020-04-05,0
Negros Occidental,2020-04-06,0
Negros Occidental,2020-04-07,0
Negros Occidental,2020-04-08,0
Negros Occidental,2020-04-09,0
Negros Occidental,2020-04-10,0
Negros Occidental,2020-04-11,0
Negros Occidental,2020-04-12,1
Negros Occidental,2020-04-13,0
Negros Occidental,2020-04-14,0
Negros Occidental,2020-04-15,0
Negros Occidental,2020-04-16,0
Negros Occidental,2020-04-17,0
Negros Occidental,2020-04-18,0
Negros Occidental,2020-04-19,0
Negros Occidental,2020-04-20,0
Negros Occidental,2020-04-21,0
Negros Occidental,2020-04-22,2
Negros Occidental,2020-04-23,0
Negros Occidental,2020-04-24,2
Negros Occidental,2020-04-25,0
Negros Occidental,2020-04-26,0
Negros Occidental,2020-04-27,1
Negros Occidental,2020-04-28,0
Negros Occidental,2020-04-29,0
Negros Occidental,2020-04-30,0
Negros Occidental,2020-05-01,0
Negros Occidental,2020-05-02,0
Negros Occidental,2020-05-03,0
Negros Occidental,2020-05-04,0
Negros Occidental,2020-05-05,0
Negros Occidental,2020-05-06,0
Negros Occidental,2020-05-07,0
Negros Occidental,2020-05-08,0
Negros Occidental,2020-05-09,4
Negros Occidental,2020-05-10,0
Negros Occidental,2020-05-11,1
Negros Occidental,2020-05-12,0
Negros Occidental,2020-05-13,0
Negros Occidental,2020-05-14,4
Negros Occidental,2020-05-15,1
Negros Oriental,2020-01-30,1
Negros Oriental,2020-01-31,0
Negros Oriental,2020-02-01,0
Negros Oriental,2020-02-02,0
Negros Oriental,2020-02-03,1
Negros Oriental,2020-02-04,0
Negros Oriental,2020-02-05,0
Negros Oriental,2020-02-06,0
Negros Oriental,2020-02-07,0
Negros Oriental,2020-02-08,0
Negros Oriental,2020-02-09,0
Negros Oriental,2020-02-10,0
Negros Oriental,2020-02-11,0
Negros Oriental,2020-02-12,0
Negros Oriental,2020-02-13,0
Negros Oriental,2020-02-14,0
Negros Oriental,2020-02-15,0
Negros Oriental,2020-02-16,0
Negros Oriental,2020-02-17,0
Negros Oriental,2020-02-18,0
Negros Oriental,2020-02-19,0
Negros Oriental,2020-02-20,0
Negros Oriental,2020-02-21,0
Negros Oriental,2020-02-22,0
Negros Oriental,2020-02-23,0
Negros Oriental,2020-02-24,0
Negros Oriental,2020-02-25,0
Negros Oriental,2020-02-26,0
Negros Oriental,2020-02-27,0
Negros Oriental,2020-02-28,0
Negros Oriental,2020-02-29,0
Negros Oriental,2020-03-01,0
Negros Oriental,2020-03-02,0
Negros Oriental,2020-03-03,0
Negros Oriental,2020-03-04,0
Negros Oriental,2020-03-05,0
Negros Oriental,2020-03-06,0
Negros Oriental,2020-03-07,0
Negros Oriental,2020-03-08,0
Negros Oriental,2020-03-09,0
Negros Oriental,2020-03-10,1
Negros Oriental,2020-03-11,1
Negros Oriental,2020-03-12,0
