location,date,new_cases
Negros Oriental,2020-03-13,0
Negros Oriental,2020-03-14,0
Negros Oriental,2020-03-15,0
Negros Oriental,2020-03-16,0
Negros Oriental,2020-03-17,0
Negros Oriental,2020-03-18,0
Negros Oriental,2020-03-19,0
Negros Oriental,2020-03-20,0
Negros Oriental,2020-03-21,0
Negros Oriental,2020-03-22,0
Negros Oriental,2020-03-23,0
Negros Oriental,2020-03-24,0
Negros Oriental,2020-03-25,0
Negros Oriental,2020-03-26,0
Negros Oriental,2020-03-27,0
Negros Oriental,2020-03-28,0
Negros Oriental,2020-03-29,0
Negros Oriental,2020-03-30,0
Negros Oriental,2020-03-31,3
North Cotabato,2020-04-06,1
North Cotabato,2020-04-07,1
North Cotabato,2020-04-08,0
North Cotabato,2020-04-09,1
Northern Samar,2020-03-24,1
Nueva Ecija,2020-03-21,2
Nueva Ecija,2020-03-22,0
Nueva Ecija,2020-03-23,0
Nueva Ecija,2020-03-24,1
Nueva Ecija,2020-03-25,0
Nueva Ecija,2020-03-26,3
Nueva Ecija,2020-03-27,0
Nueva Ecija,2020-03-28,2
Nueva Ecija,2020-03-29,4
Nueva Ecija,2020-03-30,0
Nueva Ecija,2020-03-31,5
Nueva Ecija,2020-04-01,0
Nueva Ecija,2020-04-02,6
Nueva Ecija,2020-04-03,2
Nueva Ecija,2020-04-04,1
Nueva Ecija,2020-04-05,1
Nueva Ecija,2020-04-06,1
Nueva Ecija,2020-04-07,2
Nueva Ecija,2020-04-08,0
Nueva Ecija,2020-04-09,2
Nueva Ecija,2020-04-10,1
Nueva Ecija,2020-04-11,1
Nueva Ecija,2020-04-12,0
Nueva Ecija,2020-04-13,5
Nueva Ecija,2020-04-14,6
Nueva Ecija,2020-04-15,0
Nueva Ecija,2020-04-16,0
Nueva Ecija,2020-04-17,0
Nueva Ecija,2020-04-18,0
Nueva Ecija,2020-04-19,1
Nueva Ecija,2020-04-20,0
Nueva Ecija,2020-04-21,0
Nueva Ecija,2020-04-22,0
Nueva Ecija,2020-04-23,0
Nueva Ecija,2020-04-24,0
Nueva Ecija,2020-04-25,0
Nueva Ecija,2020-04-26,0
Nueva Ecija,2020-04-27,0
Nueva Ecija,2020-04-28,0
Nueva Ecija,2020-04-29,2
Nueva Ecija,2020-04-30,0
Nueva Ecija,2020-05-01,0
Nueva Ecija,2020-05-02,0
Nueva Ecija,2020-05-03,0
Nueva Ecija,2020-05-04,0
Nueva Ecija,2020-05-05,0
Nueva Ecija,2020-05-06,0
Nueva Ecija,2020-05-07,0
Nueva Ecija,2020-05-08,0
Nueva Ecija,2020-05-09,0
Nueva Ecija,2020-05-10,0
Nueva Ecija,2020-05-11,1
Nueva Vizcaya,2020-03-27,1
Nueva Vizcaya,2020-03-28,0
Nueva Vizcaya,2020-03-29,2
Nueva Vizcaya,2020-03-30,0
Nueva Vizcaya,2020-03-31,0
Nueva Vizcaya,2020-04-01,0
Nueva Vizcaya,2020-04-02,2
Nueva Vizcaya,2020-04-03,0
Nueva Vizcaya,2020-04-04,0
Nueva Vizcaya,2020-04-05,0
Nueva Vizcaya,2020-04-06,0
Nueva Vizcaya,2020-04-07,0
Nueva Vizcaya,2020-04-08,0
Nueva Vizcaya,2020-04-09,0
Nueva Vizcaya,2020-04-10,0
Nueva Vizcaya,2020-04-11,0
Nueva Vizcaya,2020-04-12,0
Nueva Vizcaya,2020-04-13,0
Nueva Vizcaya,2020-04-14,0
Nueva Vizcaya,2020-04-15,0
Nueva Vizcaya,2020-04-16,0
Nueva Vizcaya,2020-04-17,0
Nueva Vizcaya,2020-04-18,0
Nueva Vizcaya,2020-04-19,0
Nueva Vizcaya,2020-04-20,0
Nueva Vizcaya,2020-04-21,0
Nueva Vizcaya,2020-04-22,0
Nueva Vizcaya,2020-04-23,0
Nueva Vizcaya,2020-04-24,0
Nueva Vizcaya,2020-04-25,1
Nueva Vizcaya,2020-04-26,0
Nueva Vizcaya,2020-04-27,0
Nueva Vizcaya,2020-04-28,0
Nueva Vizcaya,2020-04-29,0
Nueva Vizcaya,2020-04-30,0
Nueva Vizcaya,2020-05-01,1
Occidental Mindoro,2020-03-28,1
Occidental Mindoro,2020-03-29,0
Occidental Mindoro,2020-03-30,0
Occidental Mindoro,2020-03-31,1
Occidental Mindoro,2020-04-01,0
Occidental Mindoro,2020-04-02,0
Occidental Mindoro,2020-04-03,0
Occidental Mindoro,2020-04-04,0
Occidental Mindoro,2020-04-05,0
Occidental Mindoro,2020-04-06,0
Occidental Mindoro,2020-04-07,0
Occidental Mindoro,2020-04-08,0
Occidental Mindoro,2020-04-09,0
Occidental Mindoro,2020-04-10,0
Occidental Mindoro,2020-04-11,0
Occidental Mindoro,2020-04-12,0
Occidental Mindoro,2020-04-13,0
Occidental Mindoro,2020-04-14,0
Occidental Mindoro,2020-04-15,0
Occidental Mindoro,2020-04-16,0
Occidental Mindoro,2020-04-17,0
Occidental Mindoro,2020-04-18,0
Occidental Mindoro,2020-04-19,0
Occidental Mindoro,2020-04-20,0
Occidental Mindoro,2020-04-21,0
Occidental Mindoro,2020-04-22,0
Occidental Mindoro,2020-04-23,1
Occidental Mindoro,2020-04-24,0
Occidental Mindoro,2020-04-25,0
Occidental Mindoro,2020-04-26,0
Occidental Mindoro,2020-04-27,1
Occidental Mindoro,2020-04-28,0
Occidental Mindoro,2020-04-29,0
Occidental Mindoro,2020-04-30,0
Occidental Mindoro,2020-05-01,1
Occidental Mindoro,2020-05-02,0
Occidental Mindoro,2020-05-03,0
Occidental Mindoro,2020-05-04,0
Occidental Mindoro,2020-05-05,0
Occidental Mindoro,2020-05-06,0
Occidental Mindoro,2020-05-07,0
Occidental Mindoro,2020-05-08,0
Occidental Mindoro,2020-05-09,0
Occidental Mindoro,2020-05-10,0
Occidental Mindoro,2020-05-11,0
Occidental Mindoro,2020-05-12,1
Oriental Mindoro,2020-03-28,1
Oriental Mindoro,2020-03-29,0
Oriental Mindoro,2020-03-30,0
Oriental Mindoro,2020-03-31,0
Oriental Mindoro,2020-04-01,0
Oriental Mindoro,2020-04-02,0
Oriental Mindoro,2020-04-03,0
Oriental Mindoro,2020-04-04,0
Oriental Mindoro,2020-04-05,0
Oriental Mindoro,2020-04-06,0
Oriental Mindoro,2020-04-07,0
Oriental Mindoro,2020-04-08,0
Oriental Mindoro,2020-04-09,1
Oriental Mindoro,2020-04-10,0
Oriental Mindoro,2020-04-11,0
Oriental Mindoro,2020-04-12,4
Oriental Mindoro,2020-04-13,0
Oriental Mindoro,2020-04-14,0
Oriental Mindoro,2020-04-15,0
Oriental Mindoro,2020-04-16,0
Oriental Mindoro,2020-04-17,0
Oriental Mindoro,2020-04-18,0
Oriental Mindoro,2020-04-19,0
Oriental Mindoro,2020-04-20,0
Oriental Mindoro,2020-04-21,0
Oriental Mindoro,2020-04-22,0
Oriental Mindoro,2020-04-23,0
Oriental Mindoro,2020-04-24,0
Oriental Mindoro,2020-04-25,0
Oriental Mindoro,2020-04-26,0
Oriental Mindoro,2020-04-27,1
Oriental Mindoro,2020-04-28,0
Oriental Mindoro,2020-04-29,0
Oriental Mindoro,2020-04-30,0
Oriental Mindoro,2020-05-01,0
Oriental Mindoro,2020-05-02,0
Oriental Mindoro,2020-05-03,1
Oriental Mindoro,2020-05-04,0
Oriental Mindoro,2020-05-05,0
Oriental Mindoro,2020-05-06,4
Oriental Mindoro,2020-05-07,0
Oriental Mindoro,2020-05-08,0
Oriental Mindoro,2020-05-09,0
Oriental Mindoro,2020-05-10,0
Oriental Mindoro,2020-05-11,0
Oriental Mindoro,2020-05-12,5
Oriental Mindoro,2020-05-13,1
Oriental Mindoro,2020-05-14,1
Palawan,2020-03-21,1
Palawan,2020-03-22,0
Palawan,2020-03-23,0
Palawan,2020-03-24,0
Palawan,2020-03-25,0
Palawan,2020-03-26,0
Palawan,2020-03-27,0
Palawan,2020-03-28,0
Palawan,2020-03-29,0
Palawan,2020-03-30,0
Palawan,2020-03-31,0
Palawan,2020-04-01,0
Palawan,2020-04-02,0
Palawan,2020-04-03,0
Palawan,2020-04-04,0
Palawan,2020-04-05,0
Palawan,2020-04-06,0
Palawan,2020-04-07,0
Palawan,2020-04-08,0
Palawan,2020-04-09,0
Palawan,2020-04-10,0
Palawan,2020-04-11,0
Palawan,2020-04-12,0
Palawan,2020-04-13,0
Palawan,2020-04-14,0
Palawan,2020-04-15,0
Palawan,2020-04-16,0
Palawan,2020-04-17,0
Palawan,2020-04-18,0
Palawan,2020-04-19,0
Palawan,2020-04-20,0
Palawan,2020-04-21,0
Palawan,2020-04-22,0
Palawan,2020-04-23,0
Palawan,2020-04-24,0
Palawan,2020-04-25,0
Palawan,2020-04-26,1
Pampanga,2020-03-13,1
Pampanga,2020-03-14,2
Pampanga,2020-03-15,0
Pampanga,2020-03-16,0
Pampanga,2020-03-17,0
Pampanga,2020-03-18,0
Pampanga,2020-03-19,0
Pampanga,2020-03-20,0
Pampanga,2020-03-21,0
Pampanga,2020-03-22,0
Pampanga,2020-03-23,0
Pampanga,2020-03-24,0
Pampanga,2020-03-25,1
Pampanga,2020-03-26,1
Pampanga,2020-03-27,0
Pampanga,2020-03-28,1
Pampanga,2020-03-29,4
Pampanga,2020-03-30,0
Pampanga,2020-03-31,4
Pampanga,2020-04-01,5
Pampanga,2020-04-02,2
Pampanga,2020-04-03,6
Pampanga,2020-04-04,0
Pampanga,2020-04-05,0
Pampanga,2020-04-06,3
Pampanga,2020-04-07,0
Pampanga,2020-04-08,1
Pampanga,2020-04-09,3
Pampanga,2020-04-10,0
Pampanga,2020-04-11,8
Pampanga,2020-04-12,0
Pampanga,2020-04-13,2
Pampanga,2020-04-14,7
Pampanga,2020-04-15,1
Pampanga,2020-04-16,4
Pampanga,2020-04-17,1
Pampanga,2020-04-18,0
Pampanga,2020-04-19,1
Pampanga,2020-04-20,0
Pampanga,2020-04-21,1
Pampanga,2020-04-22,0
Pampanga,2020-04-23,0
Pampanga,2020-04-24,0
Pampanga,2020-04-25,0
Pampanga,2020-04-26,0
Pampanga,2020-04-27,1
Pampanga,2020-04-28,0
Pampanga,2020-04-29,1
Pampanga,2020-04-30,0
Pampanga,2020-05-01,1
Pampanga,2020-05-02,0
Pampanga,2020-05-03,0
Pampanga,2020-05-04,0
Pampanga,2020-05-05,0
Pampanga,2020-05-06,5
Pampanga,2020-05-07,0
Pampanga,2020-05-08,0
Pampanga,2020-05-09,0
Pampanga,2020-05-10,0
Pampanga,2020-05-11,0
Pampanga,2020-05-12,0
Pampanga,2020-05-13,0
Pampanga,2020-05-14,0
Pampanga,2020-05-15,4
Pangasinan,2020-03-26,3
Pangasinan,2020-03-27,4
Pangasinan,2020-03-28,1
Pangasinan,2020-03-29,2
Pangasinan,2020-03-30,1
Pangasinan,2020-03-31,4
Pangasinan,2020-04-01,1
Pangasinan,2020-04-02,7
Pangasinan,2020-04-03,1
Pangasinan,2020-04-04,1
Pangasinan,2020-04-05,0
Pangasinan,2020-04-06,1
Pangasinan,2020-04-07,0
Pangasinan,2020-04-08,0
Pangasinan,2020-04-09,0
Pangasinan,2020-04-10,6
Pangasinan,2020-04-11,1
Pangasinan,2020-04-12,0
Pangasinan,2020-04-13,2
Pangasinan,2020-04-14,0
Pangasinan,2020-04-15,0
Pangasinan,2020-04-16,0
Pangasinan,2020-04-17,0
Pangasinan,2020-04-18,0
Pangasinan,2020-04-19,0
Pangasinan,2020-04-20,0
Pangasinan,2020-04-21,0
Pangasinan,2020-04-22,0
Pangasinan,2020-04-23,0
Pangasinan,2020-04-24,0
Pangasinan,2020-04-25,4
Pangasinan,2020-04-26,0
Pangasinan,2020-04-27,0
Pangasinan,2020-04-28,0
Pangasinan,2020-04-29,0
Pangasinan,2020-04-30,1
Quezon,2020-03-14,1
Quezon,2020-03-15,0
Quezon,2020-03-16,0
Quezon,2020-03-17,0
Quezon,2020-03-18,0
Quezon,2020-03-19,0
Quezon,2020-03-20,0
Quezon,2020-03-21,0
Quezon,2020-03-22,0
Quezon,2020-03-23,0
Quezon,2020-03-24,2
Quezon,2020-03-25,0
Quezon,2020-03-26,0
Quezon,2020-03-27,0
Quezon,2020-03-28,0
Quezon,2020-03-29,2
Quezon,2020-03-30,1
Quezon,2020-03-31,3
Quezon,2020-04-01,1
Quezon,2020-04-02,0
Quezon,2020-04-03,1
Quezon,2020-04-04,0
Quezon,2020-04-05,0
Quezon,2020-04-06,2
Quezon,2020-04-07,0
Quezon,2020-04-08,2
Quezon,2020-04-09,5
Quezon,2020-04-10,0
Quezon,2020-04-11,3
Quezon,2020-04-12,2
Quezon,2020-04-13,3
Quezon,2020-04-14,10
Quezon,2020-04-15,3
Quezon,2020-04-16,3
Quezon,2020-04-17,6
Quezon,2020-04-18,0
Quezon,2020-04-19,0
Quezon,2020-04-20,1
Quezon,2020-04-21,0
Quezon,2020-04-22,1
Quezon,2020-04-23,3
Quezon,2020-04-24,0
Quezon,2020-04-25,0
Quezon,2020-04-26,0
Quezon,2020-04-27,0
Quezon,2020-04-28,0
Quezon,2020-04-29,5
Quezon,2020-04-30,0
Quezon,2020-05-01,1
Quezon,2020-05-02,1
Quezon,2020-05-03,1
Quezon,2020-05-04,0
Quezon,2020-05-05,2
Quezon,2020-05-06,0
Quezon,2020-05-07,0
Quezon,2020-05-08,0
Quezon,2020-05-09,0
Quezon,2020-05-10,0
Quezon,2020-05-11,1
Quezon,2020-05-12,0
Quezon,2020-05-13,2
Quezon,2020-05-14,2
Quezon,2020-05-15,3
Rizal,2020-03-06,1
Rizal,2020-03-07,1
Rizal,2020-03-08,0
Rizal,2020-03-09,0
Rizal,2020-03-10,0
Rizal,2020-03-11,1
Rizal,2020-03-12,0
Rizal,2020-03-13,1
Rizal,2020-03-14,1
Rizal,2020-03-15,2
Rizal,2020-03-16,0
Rizal,2020-03-17,2
Rizal,2020-03-18,1
Rizal,2020-03-19,2
Rizal,2020-03-20,0
Rizal,2020-03-21,3
Rizal,2020-03-22,7
Rizal,2020-03-23,4
Rizal,2020-03-24,4
Rizal,2020-03-25,9
Rizal,2020-03-26,4
Rizal,2020-03-27,3
Rizal,2020-03-28,15
Rizal,2020-03-29,15
Rizal,2020-03-30,13
Rizal,2020-03-31,22
Rizal,2020-04-01,12
Rizal,2020-04-02,17
Rizal,2020-04-03,22
Rizal,2020-04-04,5
Rizal,2020-04-05,12
Rizal,2020-04-06,24
Rizal,2020-04-07,3
Rizal,2020-04-08,7
Rizal,2020-04-09,6
Rizal,2020-04-10,10
Rizal,2020-04-11,16
Rizal,2020-04-12,23
Rizal,2020-04-13,12
Rizal,2020-04-14,28
Rizal,2020-04-15,11
Rizal,2020-04-16,8
Rizal,2020-04-17,4
Rizal,2020-04-18,3
Rizal,2020-04-19,4
Rizal,2020-04-20,5
Rizal,2020-04-21,3
Rizal,2020-04-22,2
Rizal,2020-04-23,7
Rizal,2020-04-24,6
Rizal,2020-04-25,1
Rizal,2020-04-26,11
Rizal,2020-04-27,5
Rizal,2020-04-28,5
Rizal,2020-04-29,6
Rizal,2020-04-30,3
Rizal,2020-05-01,5
Rizal,2020-05-02,1
Rizal,2020-05-03,1
Rizal,2020-05-04,0
Rizal,2020-05-05,1
Rizal,2020-05-06,0
Rizal,2020-05-07,1
Rizal,2020-05-08,1
Rizal,2020-05-09,2
Rizal,2020-05-10,0
Rizal,2020-05-11,0
Rizal,2020-05-12,3
Rizal,2020-05-13,4
Rizal,2020-05-14,2
Rizal,2020-05-15,4
Romblon,2020-03-29,1
Romblon,2020-03-30,0
Romblon,2020-03-31,0
Romblon,2020-04-01,0
Romblon,2020-04-02,0
Romblon,2020-04-03,0
Romblon,2020-04-04,0
Romblon,2020-04-05,0
Romblon,2020-04-06,0
Romblon,2020-04-07,0
Romblon,2020-04-08,0
Romblon,2020-04-09,0
Romblon,2020-04-10,0
Romblon,2020-04-11,0
Romblon,2020-04-12,0
Romblon,2020-04-13,0
Romblon,2020-04-14,0
Romblon,2020-04-15,0
Romblon,2020-04-16,0
Romblon,2020-04-17,0
Romblon,2020-04-18,0
Romblon,2020-04-19,0
Romblon,2020-04-20,0
Romblon,2020-04-21,0
Romblon,2020-04-22,0
Romblon,2020-04-23,0
Romblon,2020-04-24,0
Romblon,2020-04-25,0
Romblon,2020-04-26,0
Romblon,2020-04-27,0
Romblon,2020-04-28,0
Romblon,2020-04-29,0
Romblon,2020-04-30,0
Romblon,2020-05-01,0
Romblon,2020-05-02,0
Romblon,2020-05-03,0
Romblon,2020-05-04,0
Romblon,2020-05-05,0
Romblon,2020-05-06,0
Romblon,2020-05-07,0
Romblon,2020-05-08,0
Romblon,2020-05-09,0
Romblon,2020-05-10,0
Romblon,2020-05-11,0
Romblon,2020-05-12,1
Samar,2020-04-03,1
Samar,2020-04-04,0
Samar,2020-04-05,0
Samar,2020-04-06,0
Samar,2020-04-07,2
Samar,2020-04-08,0
Samar,2020-04-09,0
Samar,2020-04-10,0
Samar,2020-04-11,0
Samar,2020-04-12,0
Samar,2020-04-13,0
Samar,2020-04-14,0
Samar,2020-04-15,0
Samar,2020-04-16,0
Samar,2020-04-17,0
Samar,2020-04-18,0
Samar,2020-04-19,0
Samar,2020-04-20,0
Samar,2020-04-21,1
Samar,2020-04-22,0
Samar,2020-04-23,0
Samar,2020-04-24,0
Samar,2020-04-25,0
Samar,2020-04-26,0
Samar,2020-04-27,0
Samar,2020-04-28,6
Samar,2020-04-29,0
Samar,2020-04-30,0
Samar,2020-05-01,0
Samar,2020-05-02,0
Samar,2020-05-03,0
Samar,2020-05-04,1
Samar,2020-05-05,0
Samar,2020-05-06,0
Samar,2020-05-07,0
Samar,2020-05-08,0
Samar,2020-05-09,0
Samar,2020-05-10,5
Samar,2020-05-11,0
Samar,2020-05-12,0
Samar,2020-05-13,0
Samar,2020-05-14,1
Samar,2020-05-15,4
South Cotabato,2020-04-01,1
South Cotabato,2020-04-02,0
South Cotabato,2020-04-03,0
South Cotabato,2020-04-04,0
South Cotabato,2020-04-05,0
South Cotabato,2020-04-06,1
South Cotabato,2020-04-07,1
South Cotabato,2020-04-08,1
Sultan Kudarat,2020-03-25,1
Sultan Kudarat,2020-03-26,0
Sultan Kudarat,2020-03-27,0
Sultan Kudarat,2020-03-28,0
Sultan Kudarat,2020-03-29,0
Sultan Kudarat,2020-03-30,0
Sultan Kudarat,2020-03-31,0
Sultan Kudarat,2020-04-01,1
Sultan Kudarat,2020-04-02,0
Sultan Kudarat,2020-04-03,0
Sultan Kudarat,2020-04-04,0
Sultan Kudarat,2020-04-05,0
Sultan Kudarat,2020-04-06,1
Sulu,2020-05-01,1
Tarlac,2020-03-26,2
Tarlac,2020-03-27,0
Tarlac,2020-03-28,1
Tarlac,2020-03-29,4
Tarlac,2020-03-30,1
Tarlac,2020-03-31,1
Tarlac,2020-04-01,0
Tarlac,2020-04-02,2
Tarlac,2020-04-03,8
Tarlac,2020-04-04,1
Tarlac,2020-04-05,1
Tarlac,2020-04-06,0
Tarlac,2020-04-07,1
Tarlac,2020-04-08,0
Tarlac,2020-04-09,0
Tarlac,2020-04-10,0
Tarlac,2020-04-11,0
Tarlac,2020-04-12,1
Tarlac,2020-04-13,1
Tarlac,2020-04-14,0
Tarlac,2020-04-15,0
Tarlac,2020-04-16,2
Tarlac,2020-04-17,2
Tarlac,2020-04-18,0
Tarlac,2020-04-19,1
Tarlac,2020-04-20,0
Tarlac,2020-04-21,0
Tarlac,2020-04-22,0
Tarlac,2020-04-23,0
Tarlac,2020-04-24,1
Zambales,2020-03-26,1
Zambales,2020-03-27,0
Zambales,2020-03-28,2
Zambales,2020-03-29,1
Zambales,2020-03-30,2
Zambales,2020-03-31,0
Zambales,2020-04-01,0
Zambales,2020-04-02,0
Zambales,2020-04-03,0
Zambales,2020-04-04,0
Zambales,2020-04-05,3
Zambales,2020-04-06,3
Zambales,2020-04-07,0
Zambales,2020-04-08,0
Zambales,2020-04-09,1
Zambales,2020-04-10,0
Zambales,2020-04-11,2
Zambales,2020-04-12,0
Zambales,2020-04-13,2
Zambales,2020-04-14,2
Zambales,2020-04-15,0
Zambales,2020-04-16,1
Zambales,2020-04-17,0
Zambales,2020-04-18,1
Zambales,2020-04-19,4
Zambales,2020-04-20,0
Zambales,2020-04-21,0
Zambales,2020-04-22,0
Zambales,2020-04-23,0
Zambales,2020-04-24,0
Zambales,2020-04-25,0
Zambales,2020-04-26,0
Zambales,2020-04-27,0
Zambales,2020-04-28,0
Zambales,2020-04-29,0
Zambales,2020-04-30,0
Zambales,2020-05-01,0
Zambales,2020-05-02,0
Zambales,2020-05-03,0
Zambales,2020-05-04,0
Zambales,2020-05-05,0
Zambales,2020-05-06,0
Zambales,2020-05-07,1
Zamboanga del Sur,2020-03-25,1
Zamboanga del Sur,2020-03-26,0
Zamboanga del Sur,2020-03-27,1
Zamboanga del Sur,2020-03-28,0
Zamboanga del Sur,2020-03-29,0
Zamboanga del Sur,2020-03-30,0
Zamboanga del Sur,2020-03-31,2
Zamboanga del Sur,2020-04-01,0
Zamboanga del Sur,2020-04-02,1
Zamboanga del Sur,2020-04-03,2
Zamboanga del Sur,2020-04-04,0
Zamboanga del Sur,2020-04-05,0
Zamboanga del Sur,2020-04-06,1
Zamboanga del Sur,2020-04-07,1
Zamboanga del Sur,2020-04-08,0
Zamboanga del Sur,2020-04-09,0
Zamboanga del Sur,2020-04-10,0
Zamboanga del Sur,2020-04-11,0
Zamboanga del Sur,2020-04-12,0
Zamboanga del Sur,2020-04-13,1
Zamboanga del Sur,2020-04-14,1
Zamboanga del Sur,2020-04-15,0
Zamboanga del Sur,2020-04-16,0
Zamboanga del Sur,2020-04-17,0
Zamboanga del Sur,2020-04-18,0
Zamboanga del Sur,2020-04-19,0
Zamboanga del Sur,2020-04-20,0
Zamboanga del Sur,2020-04-21,0
Zamboanga del Sur,2020-04-22,0
Zamboanga del Sur,2020-04-23,0
Zamboanga del Sur,2020-04-24,0
Zamboanga del Sur,2020-04-25,0
Zamboanga del Sur,2020-04-26,0
Zamboanga del Sur,2020-04-27,1
Zamboanga del Sur,2020-04-28,0
Zamboanga del Sur,2020-04-29,1
Zamboanga del Sur,2020-04-30,0
Zamboanga del Sur,2020-05-01,0
Zamboanga del Sur,2020-05-02,0
Zamboanga del Sur,2020-05-03,23
Zamboanga del Sur,2020-05-04,11
Zamboanga del Sur,2020-05-05,0
Zamboanga del Sur,2020-05-06,0
Zamboanga del Sur,2020-05-07,1
Zamboanga del Sur,2020-05-08,0
Zamboanga del Sur,2020-05-09,0
Zamboanga del Sur,2020-05-10,0
Zamboanga del Sur,2020-05-11,1
Zamboanga del Sur,2020-05-12,0
Zamboanga del Sur,2020-05-13,24
Zamboanga del Sur,2020-05-14,12
Zamboanga del Sur,2020-05-15,16
